Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date,mentions before,total posts before,normalized mentions before,upvotes before,mentions after,total posts after,normalized mentions after,upvotes after
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.09,0.1,0.06,0.02,0.25,54.33333333,37,3.633333333,134,"Deep Silver, Keen Games",M,"Sacred 3,Sacred",8/5/2014,13,30336,0.000428534,34,6,30973,0.000193717,5
The First Templar,Xbox 360,2011,Action,Kalypso Media,0.18,0.09,0,0.03,0.28,53.66666667,61,6.133333333,112,Haemimont,T,The First Templar,5/6/2011,4,25455,0.00015714,4,0,23943,0,0
Blades of Time,Xbox 360,2012,Action,Konami Digital Entertainment,0.18,0.07,0.01,0.03,0.3,52.33333333,65,6.733333333,82,Gaijin Entertainment,M,Blades of Time,3/6/2012,0,40589,0,0,0,42792,0,0
"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,0.27,0,0,0.03,0.27,nan,nan,nan,nan,nan,nan,"Ready, Set, Grover!,Sesame Street,Sesame Street: Ready, Set, Grover!",8/2/2011,76,24538,0.003097237,3505,110,29865,0.003683241,2573
NASCAR The Game: Inside Line,Xbox 360,2012,Racing,Activision,0.25,0,0,0.03,0.28,73.33333333,18,3.766666667,69,Eutechnyx,E,"Inside Line,NASCAR The Game: Inside Line,NASCAR The Game",11/6/2012,0,43388,0,0,1,50133,1.99E-05,1
The Sims 4: City Living,Windows,2016,Simulation,Electronic Arts,0.04,0.16,0,0.02,0.2,77,20,5.7,60,Maxis,T,"The Sims 4: City Living,City Living,Sims,The Sims 4",11/1/2016,33,41098,0.000802959,49,59,47030,0.001254518,2548
Scribblenauts Unmasked: A DC Comics Adventure,Wii U,2013,Puzzle,Warner Bros. Interactive Entertainment,0.27,0,0,0.03,0.3,70,41,6.266666667,98,5TH Cell,E10+,"Scribblenauts Unmasked,Scribblenauts Unmasked: A DC Comics Adventure,A DC Comics Adventure",9/24/2013,2,52303,3.82E-05,0,14,41878,0.000334304,334
Resident Evil: Revelations 2,Xbox One,2015,Action,Capcom,0.18,0.06,0,0.03,0.27,nan,nan,7.2,260,Capcom,M,"Resident Evil: Revelations 2,Revelations 2,Resident Evil: Revelations,Resident Evil",2/25/2015,90,30753,0.002926544,2965,2,30746,6.50E-05,1
Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.14,0.04,0,0.04,0.2,54,30,0,nan,Virtuos,T,"Predator,Tom Clancy's Ghost Recon,Tom Clancy's,Tom Clancy's Ghost Recon: Predator",11/16/2010,2,12667,0.000157891,2,8,15009,0.000533014,74
nail'd,Xbox 360,2010,Racing,Deep Silver,0.16,0.04,0,0.02,0.2,64,98,7.1,32,Techland,E10+,nail'd,11/30/2010,0,14151,0,0,4,15553,0.000257185,3
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.22,0,0,0.02,0.24,38.66666667,20,0.85,nan,"Majesco Games, Majesco",T,Attack of the Movies 3D,5/18/2010,0,10941,0,0,0,10416,0,0
"Warhammer 40,000: Dawn of War II - Chaos Rising",Windows,2010,Strategy,THQ,0.16,0.02,0,0.02,0.2,nan,nan,nan,nan,nan,nan,"Warhammer 40,000: Dawn of War II - Chaos Rising,Warhammer 40,000,Dawn of War II - Chaos Rising",3/11/2010,1,10350,9.66E-05,1,6,11175,0.000536913,6
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.06,0.1,0,0.04,0.2,73,52,6.3,74,CCP,T,"EVE,Valkyrie,EVE: Valkyrie",10/13/2016,10,34066,0.000293548,42,35,46185,0.000757822,431
The Walking Dead: Season Two,Vita,2014,Adventure,Telltale Games,0.14,0,0.02,0.04,0.2,nan,nan,nan,nan,nan,nan,"The Walking Dead: Season Two,The Walking Dead: Season,The Walking Dead,Season Two",4/22/2014,27,33769,0.00079955,1976,11,30825,0.000356853,12
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.15,0.06,0.08,0.04,0.32,nan,nan,6.9,204,Kadokawa,M,Natural Doctrine,9/30/2014,0,26981,0,0,0,26903,0,0
Cubic Ninja,3DS,2011,Platform,Ubisoft,0.1,0.08,0,0.02,0.2,51,30,5.9,28,AQ Interactive,E,Cubic Ninja,6/14/2011,0,27160,0,0,0,25664,0,0
Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,0.14,0.04,0,0.02,0.2,58,32,5.9,56,Papaya Studios,E10+,"Cartoon Network,Cartoon Network: Punch Time Explosion,Punch Time Explosion",6/2/2011,1,23447,4.26E-05,1,0,28875,0,0
Young Justice: Legacy,PS3,2013,Action,Namco Bandai Games,0.15,0.02,0,0.04,0.21,nan,nan,5.633333333,37,Freedom Factory Studios,T,"Legacy,Young Justice,Young Justice: Legacy",11/19/2013,2,49183,4.07E-05,1,5,45958,0.000108795,5
Devil May Cry 4,PS4,2015,Action,Capcom,0.02,0,0.16,0,0.18,nan,nan,nan,nan,nan,nan,"Devil May Cry,DMC,Devil May Cry 4",6/23/2015,9,37749,0.000238417,10,18,29642,0.000607246,26
Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,0.2,0.29,0,0.07,0.53,nan,nan,nan,nan,nan,nan,"Adventure Time: Finn & Jake Investigations,Adventure Time,Finn & Jake Investigations",10/20/2015,1,31009,3.22E-05,1,2,40102,4.99E-05,1
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.15,0.11,0,0.05,0.31,nan,nan,4.94,394,PlatinumGames,T,"Teenage Mutant Ninja Turtles: Mutants in Manhattan,Teenage Mutant Ninja Turtles,Mutants in Manhattan",5/24/2016,22,37255,0.000590525,76,22,39960,0.000550551,20
Jimmie Johnson's Anything With an Engine,Xbox 360,2011,Racing,Konami Digital Entertainment,0.3,0,0,0.03,0.33,nan,nan,6.1,nan,Isopod Labs,E10+,Jimmie Johnson's Anything With an Engine,11/1/2011,0,34178,0,0,0,47416,0,0
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.17,0.05,0,0.05,0.24,nan,nan,5.766666667,74,Prope,E10+,Digimon All-Star Rumble,11/11/2014,1,28394,3.52E-05,1,4,31177,0.0001283,4
Sonic Boom: Fire & Ice,3DS,2016,Platform,Sega,0.1,0.06,0,0.02,0.18,nan,nan,nan,nan,nan,nan,"Fire & Ice,Sonic,Sonic Boom: Fire & Ice,Sonic Boom",9/27/2016,73,34922,0.002090373,775,42,38675,0.001085973,1037
Driver: Renegade,3DS,2011,Racing,Ubisoft,0.1,0.08,0,0.02,0.18,48,26,5,40,Ubisoft,M,"Driver: Renegade,Renegade,Driver",9/6/2011,0,30946,0,0,18,28961,0.000621525,288
Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.13,0.07,0,0.04,0.23,45.33333333,112,4.766666667,211,"Spark Unlimited, comcept",M,"Yaiba,Ninja Gaiden Z,Yaiba: Ninja Gaiden Z",3/18/2014,3,38326,7.83E-05,3,6,34786,0.000172483,6
Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,0.14,0,0.02,0.02,0.18,64,30,4.4,80,Nippon Ichi Software,T,Disgaea Infinite,6/8/2010,0,9982,0,0,0,10979,0,0
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.02,0.02,0.02,0.18,44,60,4.6,68,Hit Maker,T,Last Rebellion,2/23/2010,0,9219,0,0,4,11117,0.000359809,3
SpongeBob: HeroPants,Xbox 360,2015,Platform,Activision,0.2,0,0,0.02,0.23,nan,nan,2.975,nan,Activision,E,"HeroPants,SpongeBob,SpongeBob: HeroPants",2/3/2015,10,30072,0.000332535,2817,0,30938,0,0
Back to the Future: The Game,PS3,2011,Adventure,Telltale Games,0.14,0.02,0,0.02,0.18,66,10,6.8,102,Telltale Games,nan,"The Game,Back to the Future,Back to the Future: The Game",2/15/2011,750,17725,0.042313117,6882,778,18581,0.041870728,17427
Mahjong Cub3D,3DS,2011,Puzzle,Sunsoft,0.14,0,0.04,0,0.18,67,22,5.3,8,SunSoft,E,Mahjong Cub3D,10/11/2011,0,28374,0,0,0,39780,0,0
WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,0.04,0.1,0,0.02,0.18,nan,nan,nan,nan,nan,nan,"WRC 5: FIA World Rally Championship,FIA World Rally Championship,WRC 5",10/13/2015,4,30563,0.000130877,5,7,35933,0.000194807,7
Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.08,0.11,0,0.02,0.21,nan,nan,nan,nan,nan,nan,"Batman,Batman: A Telltale Game Series,A Telltale Game Series",8/2/2016,101,38201,0.00264391,4954,175,35906,0.004873837,8012
BIT.TRIP COMPLETE,Wii,2011,Misc,Rising Star Games,0.12,0.04,0,0.02,0.18,84,38,8.7,36,Gaijin Games,E,BIT.TRIP COMPLETE,9/13/2011,1,31717,3.15E-05,0,0,28374,0,0
Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.16,0,0,0.02,0.18,56,14,8.2,10,G1M2,T,Data East Arcade Classics,2/19/2010,0,9220,0,0,0,10824,0,0
Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.03,0.14,0.03,0.03,0.25,nan,nan,6.733333333,48,Climax Studios,T,"Assassin's Creed,Assassin's Creed Chronicles",2/9/2016,119,33623,0.003539244,406,73,32722,0.002230915,3046
Bejeweled 3,Windows,2010,Puzzle,PopCap Games,0.04,0.1,0,0.02,0.16,82,54,8.1,172,PopCap,E,"Bejeweled,Bejeweled 3",12/7/2010,2,14450,0.000138408,1,7,16087,0.000435134,11
Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.06,0.06,0,0.02,0.16,90,36,7.6,624,Yacht Club Games,E,Shovel Knight,4/21/2015,0,31602,0,0,23,32297,0.00071214,87
101-in-1 Sports Megamix,DS,2010,Sports,Nordcurrent,0.16,0,0,0.02,0.16,nan,nan,0,nan,Nordcurrent,E10+,101-in-1 Sports Megamix,11/19/2010,0,12831,0,0,0,15161,0,0
Knights Contract,PS3,2011,Action,Namco Bandai Games,0.08,0.06,0,0.02,0.16,51,74,6,16,Game Republic,M,Knights Contract,2/24/2011,0,17716,0,0,0,18518,0,0
Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.06,0.14,0,0.02,0.22,38.66666667,24,3.933333333,223,Piranha Bytes,M,"Risen 3: Titan Lords,Risen 3,Titan Lords",8/12/2014,2,30830,6.49E-05,2,5,30176,0.000165695,6
Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,Crave Entertainment,0.27,0.02,0,0.04,0.3,nan,nan,nan,nan,nan,nan,"Cartoon Network,Punch Time Explosion XL,Cartoon Network: Punch Time Explosion XL",6/2/2011,0,23447,0,0,0,28875,0,0
Knights Contract,Xbox 360,2011,Action,Namco Bandai Games,0.1,0.06,0,0.02,0.16,49,82,5.6,32,Game Republic,M,Knights Contract,2/22/2011,0,17601,0,0,1,18670,5.36E-05,1
Resident Evil 6,PS4,2016,Shooter,Capcom,0.16,0,0,0.02,0.21,61,50,6.566666667,222,Capcom,M,"Resident Evil 6,Resident Evil",3/29/2016,63,32446,0.001941688,1187,7,34167,0.000204876,16
Assassin's Creed: Rogue,Windows,2015,Action,Ubisoft,0.1,0.04,0,0.02,0.16,74,50,7.5,724,Ubisoft,M,"Assassin's Creed,Rogue,Assassin's Creed: Rogue",3/10/2015,93,31029,0.002997196,254,104,31214,0.003331838,375
Song of the Deep,PS4,2016,Action,Insomniac Games,0.2,0,0,0.03,0.25,69.25,106,6.95,95,Insomniac Games,E,Song of the Deep,7/12/2016,0,39276,0,0,9,34830,0.000258398,13
Just Dance: Disney Party 2,Wii U,2015,Action,Ubisoft,0.22,0.04,0,0.04,0.3,nan,nan,0,nan,Ubisoft,E,"Just Dance,Just Dance: Disney Party 2,Just Dance: Disney Party,Disney Party 2",10/20/2015,0,31009,0,0,0,40102,0,0
Serious Sam 3: BFE,Windows,2011,Shooter,Mastertronic,0.02,0.1,0,0.02,0.16,72,106,8.2,1172,Croteam,nan,"BFE,Serious Sam 3,Serious Sam 3: BFE",11/22/2011,0,48583,0,0,38,37295,0.001018903,422
Killer Instinct (2013),Xbox One,2013,Fighting,Microsoft Game Studios,0.08,0.06,0,0.02,0.14,nan,nan,nan,nan,nan,nan,"Killer Instinct (2013),Killer Instinct",11/22/2013,29,52068,0.000556964,200,0,43294,0,0
Escape Dead Island,PS3,2014,Action,Deep Silver,0.11,0.1,0,0.03,0.21,37.33333333,62,3.6,176,Fatshark AB,M,Escape Dead Island,11/18/2014,6,29614,0.000202607,6,0,29930,0,0
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.17,0,0,0.03,0.2,61.33333333,52,7.933333333,172,Krome Studios,nan,"Toy Soldiers,War Chest,Toy Soldiers: War Chest",8/11/2015,2,28988,6.90E-05,2,5,31216,0.000160174,3
Cut the Rope,3DS,2014,Puzzle,Activision,0.12,0,0,0.02,0.14,nan,nan,0,nan,ZeptoLab,E,Cut the Rope,3/28/2014,0,38043,0,0,4,33080,0.000120919,1687
Eagle Flight,PS4,2016,Adventure,Ubisoft,0.02,0.1,0,0.02,0.14,72,62,7.8,44,"Ubisoft, FunHouse",E10+,Eagle Flight,10/18/2016,0,35677,0,0,0,46575,0,0
Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.1,0.02,0,0.02,0.14,nan,nan,nan,nan,nan,nan,"Transformer,Rise of the Dark Spark (3DS),Transformer: Rise of the Dark Spark (3DS)",6/24/2014,1,37813,2.64E-05,0,0,30677,0,0
Reader Rabbit 1st Grade,Wii,2010,Misc,Graffiti,0.12,0,0,0,0.14,nan,nan,0,nan,Graffiti Entertainment,E,Reader Rabbit 1st Grade,5/4/2010,0,11251,0,0,0,10124,0,0
Mayhem 3D,Xbox 360,2011,Racing,Evolved Games,0.17,0,0,0.01,0.2,49,13,5.733333333,nan,Zoo Games,E10+,Mayhem 3D,3/25/2011,0,18467,0,0,0,23637,0,0
Cities XL 2012,Windows,2011,Strategy,Focus Home Interactive,0.02,0.1,0,0.02,0.14,61,36,5.6,190,Monte Cristo Multimedia,E,"Cities XL 2012,Cities XL",10/20/2011,3,29258,0.000102536,6,5,48663,0.000102747,26
Tournament of Legends,Wii,2010,Fighting,Sega,0.08,0.04,0,0.02,0.12,45,76,6.9,22,High Voltage Software,T,Tournament of Legends,7/6/2010,0,10979,0,0,0,10546,0,0
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.12,0,0,0,0.12,79,30,8,30,DreamRift,E,Monster Tale,3/22/2011,0,18670,0,0,0,23810,0,0
NHL Legacy,Xbox 360,2015,Action,Electronic Arts,0.15,0,0,0.03,0.16,nan,nan,nan,nan,nan,nan,NHL Legacy,9/15/2015,0,32285,0,0,0,30563,0,0
Age of Empires Online,Windows,2011,Strategy,Microsoft Game Studios,0.02,0.08,0,0.02,0.12,70,88,5.6,372,Gas Powered Games,E10+,Age of Empires Online,8/16/2011,0,26177,0,0,0,31717,0,0
DuckTales: Remastered,Wii U,2013,Action,Capcom,0.13,0.03,0,0.03,0.17,75.66666667,51,7.733333333,335,WayForward,E,"DuckTales,DuckTales: Remastered,Remastered",8/20/2013,76,53451,0.001421863,1845,21,51787,0.000405507,95
MX vs. ATV Supercross,Xbox 360,2014,Racing,Nordic Games,0.08,0.05,0,0.02,0.15,51.33333333,24,4.366666667,32,Nordic Games Publishing,E,MX vs. ATV Supercross,10/28/2014,0,26903,0,0,0,30767,0,0
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.06,0.04,0,0.02,0.12,64,80,7.9,102,Sandlot,M,"The Shadow of New Despair,Earth Defense Force 4.1,Earth Defense Force 4.1: The Shadow of New Despair",12/8/2015,0,40196,0,0,1,32566,3.07E-05,1
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.05,0.09,0,0.02,0.15,62.66666667,88,6.933333333,287,Spiders,M,The Technomancer,6/28/2016,0,40319,0,0,0,37889,0,0
Devil's Third,Wii U,2015,Action,Nintendo,0.08,0.04,0,0.02,0.12,43,108,6.5,566,Valhalla Game Studios,M,Devil's Third,12/11/2015,0,38009,0,0,2,32527,6.15E-05,0
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.12,0.04,0,0,0.17,72.33333333,80,6.9,28,Prope,E,Ivy the Kiwi?,1/20/2010,0,7661,0,0,0,9097,0,0
Tropico 5,Xbox 360,2014,Simulation,Kalypso Media,0.06,0.04,0,0,0.12,71,8,7.2,18,Haemimont,T,"Tropico,Tropico 5",11/11/2014,2,28394,7.04E-05,15,0,31177,0,0
Ride to Hell,Xbox 360,2013,Racing,Deep Silver,0.1,0.03,0,0.03,0.16,17,32,1.2,1084,"Eutechnyx, Deep Silver",M,Ride to Hell,6/24/2013,1,86554,1.16E-05,0,0,69815,0,0
Enemy Front,PS3,2014,Shooter,City Interactive,0.04,0.1,0,0.02,0.14,40.33333333,32,5.933333333,228,CI Games,M,Enemy Front,6/10/2014,7,35511,0.000197122,12,0,33370,0,0
Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.02,0.08,0,0.02,0.1,nan,nan,nan,nan,nan,nan,"Batman,Batman: A Telltale Game Series,A Telltale Game Series",9/13/2016,38,36974,0.001027749,620,0,33761,0,0
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.12,0.01,0,0.02,0.15,51.75,150,3.95,736,Inti Creates,E10+,"Mighty No. 9,Mighty No.",6/21/2016,0,39960,0,0,89,38865,0.002289978,491
Men of War: Assault Squad,Windows,2011,Strategy,1C Company,0.02,0.06,0,0.02,0.1,77,42,8.2,186,"THQ, 1C, 1C Company",T,"Men of War: Assault Squad,Assault Squad,Men of War",2/25/2011,0,17774,0,0,1,18467,5.42E-05,1
Centipede: Infestation,Wii,2011,Shooter,Atari,0.14,0,0,0,0.15,nan,nan,0,nan,WayForward,E10+,"Centipede,Centipede: Infestation,Infestation",10/25/2011,0,31619,0,0,0,48583,0,0
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.06,0.02,0,0.02,0.1,76,78,8,114,Tripwire Interactive,M,"Killing Floor 2 ,Killing Floor",11/18/2016,10,45964,0.000217562,8,36,45023,0.000799591,74
Mortal Kombat X,Windows,2015,Fighting,Warner Bros. Interactive Entertainment,0.02,0.08,0,0,0.1,76,20,5.1,950,High Voltage Software,M,"Mortal Kombat,Mortal Kombat X",4/13/2015,6,31207,0.000192265,6,0,32677,0,0
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.04,0.02,0.02,0,0.1,64,112,5.1,438,"Next Level Games, Nintendo",T,"Metroid Prime: Federation Force,Federation Force,Metroid Prime",8/19/2016,1,34493,2.90E-05,0,10,36529,0.000273755,94
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.1,0,0,0.02,0.12,nan,nan,nan,nan,nan,nan,"Resident Evil 4 HD,Resident Evil",8/30/2016,75,35906,0.002088787,263,2,34922,5.73E-05,2
Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.12,0,0,0.02,0.15,46,21,2.4,nan,Epicenter Studios,T,Rock of the Dead,10/19/2010,0,11251,0,0,2,12667,0.000157891,2
Test Drive: Ferrari Legends,Xbox 360,2012,Racing,Atari,0.08,0,0,0,0.1,nan,nan,nan,nan,nan,nan,"Test Drive: Ferrari Legends,Test Drive,Ferrari Legends",7/3/2012,4,48302,8.28E-05,2,3,60476,4.96E-05,3
SpongeBob SquarePants: Plankton's Robotic Revenge,Xbox 360,2013,Shooter,Activision,0.08,0,0,0,0.1,nan,nan,6.1,26,Behaviour Interactive,E10+,"Plankton's Robotic Revenge,SpongeBob SquarePants: Plankton's Robotic Revenge,SpongeBob SquarePants",10/22/2013,0,41878,0,0,1,49183,2.03E-05,1
River City Soccer Hooligans,DS,2010,Sports,Arc System Works,0.08,0,0.02,0,0.1,nan,nan,0,nan,Avit-Niigata,T,River City Soccer Hooligans,6/10/2010,0,9881,0,0,0,11113,0,0
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.02,0,0.06,0,0.08,82,36,8.5,172,WayForward,E10+,Shantae and the Pirate's Curse,2/5/2015,0,30131,0,0,0,31159,0,0
Nike+ Kinect Training,Xbox 360,2012,Sports,Microsoft Game Studios,0.04,0.02,0,0,0.08,nan,nan,nan,nan,nan,nan,Nike+ Kinect Training,10/30/2012,1,41853,2.39E-05,1,0,49845,0,0
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.06,0,0,0,0.08,46,8,5.8,20,Ubisoft Osaka,E,"Gravity Falls: Legend of the Gnome Gemulets,Legend of the Gnome Gemulets,Gravity Falls",10/20/2015,0,31009,0,0,0,40102,0,0
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.08,0,0,0,0.08,nan,nan,nan,nan,nan,nan,"Critical Mass,Duke Nukem Trilogy,Duke Nukem Trilogy: Critical Mass",6/6/2011,0,24793,0,0,0,27856,0,0
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.08,0,0,0.02,0.08,62,38,4.9,44,"Atari, Slightly Mad Studios, Atari SA",E,"Test Drive: Ferrari Legends,Test Drive,Ferrari Legends",8/22/2012,0,49609,0,0,0,45889,0,0
DuckTales: Remastered,Xbox 360,2013,Action,Capcom,0.06,0,0,0,0.08,nan,nan,nan,nan,nan,nan,"DuckTales,DuckTales: Remastered,Remastered",11/12/2013,0,42712,0,0,0,52525,0,0
Wicked Monster Blast!,Wii,2011,Shooter,PQube,0.06,0,0,0,0.08,nan,nan,nan,nan,nan,nan,Wicked Monster Blast!,7/7/2011,0,26089,0,0,0,24735,0,0
Homefront: The Revolution,Windows,2016,Shooter,Deep Silver,0.02,0.04,0,0,0.08,54,96,3.5,568,Deep Silver Dambuster Studios,M,"The Revolution,Homefront,Homefront: The Revolution",5/17/2016,25,36692,0.000681347,46,60,39252,0.001528585,99
Warhammer: The End Times - Vermintide,PS4,2016,Action,Games Workshop,0.02,0.04,0,0.02,0.08,nan,nan,nan,nan,nan,nan,"The End Times - Vermintide,Warhammer: The End Times - Vermintide,Warhammer",10/4/2016,36,33789,0.001065435,6896,0,41098,0,0
Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,0.06,0,0,0,0.06,nan,nan,0,nan,Raylight Studios,T,"Legends,Deer Drive,Deer Drive: Legends",5/27/2012,0,44646,0,0,0,50183,0,0
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.08,0,0,0.02,0.09,74.66666667,34,4.6,nan,Gearbox Software,M,"Duke Nukem 3D: 20th Anniversary World Tour,20th Anniversary World Tour,Duke Nukem 3D",10/11/2016,2,33761,5.92E-05,1,3,44939,6.68E-05,2
Nancy Drew: Alibi In Ashes,Windows,2011,Adventure,Her Interactive,0.06,0,0,0,0.06,nan,nan,0,nan,Her Interactive,E,"Alibi In Ashes,Nancy Drew,Nancy Drew: Alibi In Ashes",10/18/2011,0,28739,0,0,2,47876,4.18E-05,1
3DS Classic Collection,3DS,2016,Misc,Sega,0.06,0,0,0,0.06,nan,nan,nan,nan,nan,nan,3DS Classic Collection,4/26/2016,0,34167,0,0,0,37255,0,0
Batman: A Telltale Game Series,Xbox 360,2016,Adventure,Telltale Games,0.02,0.04,0,0,0.06,nan,nan,nan,nan,nan,nan,"Batman,Batman: A Telltale Game Series,A Telltale Game Series",9/14/2016,0,36776,0,0,0,33852,0,0
Prison Architect,PS4,2016,Action,Introversion Software,0.03,0.02,0,0.02,0.07,78,49,7.566666667,45,"Introversion, Double Eleven",M,Prison Architect,6/28/2016,0,40319,0,0,0,37889,0,0
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.1,0,0,0.02,0.11,nan,nan,4.775,nan,Cauldron Ltd.,T,"Cabela's Big Game Hunter,Pro Hunts,Cabela's Big Game Hunter: Pro Hunts",3/25/2014,0,37893,0,0,1,33769,2.96E-05,1
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,0.06,0,0,0,0.06,88,30,8.8,376,ChunSoft,M,"Zero Escape,Zero Escape: Virtue's Last Reward,Virtue's Last Reward",10/23/2012,0,40989,0,0,1,48318,2.07E-05,2
Rabbids Land,Wii U,2012,Misc,Ubisoft,0.02,0.02,0,0,0.06,52,52,5.2,58,Ubisoft Paris,E10+,Rabbids Land,11/30/2012,0,50213,0,0,0,48813,0,0
DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.02,0,0.04,0,0.06,nan,nan,4.6,18,"PM Studios Inc., Pentavision Entertainment",E10+,"DJ Max Portable 3,DJ Max Portable",10/14/2010,0,11225,0,0,1,12488,8.01E-05,1
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.04,0,0,0,0.06,41,14,0,nan,Nordcurrent,E10+,101-in-1 Sports Party Megamix,11/19/2010,0,12831,0,0,0,15161,0,0
Resident Evil 5 HD,PS4,2016,Action,Capcom,0.06,0,0,0.02,0.08,nan,nan,nan,nan,nan,nan,"Resident Evil 5 HD,Resident Evil",6/28/2016,0,40319,0,0,1,37889,2.64E-05,1
Aegis of Earth: Protonovus Assault,Vita,2016,Action,PQube,0.05,0.03,0,0.02,0.11,nan,nan,6.1,nan,Acquire,T,"Aegis of Earth,Aegis of Earth: Protonovus Assault,Protonovus Assault",3/15/2016,0,32870,0,0,0,32855,0,0
The Legend of Korra (3DS),3DS,2014,Strategy,Activision,0.04,0,0,0,0.06,nan,nan,nan,nan,nan,nan,The Legend of Korra (3DS),10/28/2014,0,26903,0,0,1,30767,3.25E-05,1
Foto Showdown,DS,2010,Role-Playing,Unknown,0.04,0,0,0,0.04,nan,nan,0,nan,Alpha Unit,E,Foto Showdown,3/9/2010,0,10250,0,0,1,11045,9.05E-05,1
Final Fantasy XIV: Heavensward,Windows,2015,Action,Square Enix,0.03,0.02,0.01,0,0.06,nan,nan,7.866666667,582,Square Enix,T,"Heavensward,Final Fantasy XIV: Heavensward,Final Fantasy,Final Fantasy XIV",6/23/2015,319,37749,0.008450555,9062,126,29642,0.004250725,4873
Capcom Digital Collection,Xbox 360,2012,Action,Capcom,0.04,0.02,0,0,0.04,65,22,5.3,8,Capcom,T,Capcom Digital Collection,3/27/2012,0,42562,0,0,0,44497,0,0
Dream Chronicles,DS,2010,Adventure,Zoo Games,0.04,0,0,0,0.04,nan,nan,0,nan,Kat Games,E,Dream Chronicles,9/3/2010,0,10658,0,0,0,11671,0,0
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.05,0,0,0,0.05,nan,nan,6.466666667,18,Arc System Works,M,"Lost Memories,Xblaze,Xblaze: Lost Memories",8/11/2015,0,28988,0,0,1,31216,3.20E-05,1
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.02,0.02,0,0,0.04,26,20,2.4,44,Bandai Namco Games,E10+,"Tenkai Knights: Brave Battle,Tenkai Knights,Brave Battle",9/26/2014,0,27474,0,0,0,26603,0,0
Mount & Blade: Warband,Windows,2010,Role-Playing,Paradox Interactive,0.02,0.02,0,0,0.04,nan,nan,nan,nan,nan,nan,"Mount & Blade,Warband,Mount & Blade: Warband",3/30/2010,0,11285,0,0,32,11116,0.002878733,376
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.03,0,0,0,0.06,nan,nan,6.366666667,76,HB Studios Multimedia,T,Mark McMorris Infinite Air,10/25/2016,0,38675,0,0,1,46193,2.16E-05,2
