,Unnamed: 0,Unnamed: 0.1,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
1056,1409,1409,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010.0,Sports,Sega,0.26,0.5,0.0,0.16,0.91,,,,,,,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,1/12/2010
1058,1414,1414,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.44,0.18,0.0,0.06,0.68,77.0,98.0,7.9,156.0,Ubisoft,T,"Tom Clancy's,Shadow Wars,Tom Clancy's Ghost Recon,Tom Clancy's Ghost Recon: Shadow Wars",3/27/2011
1059,1415,1415,James Bond 007: Legends,PS3,2012.0,Shooter,Activision,0.41,0.5,0.0,0.18000000000000002,1.0899999999999999,,,,,,,"James Bond 007,Legends,James Bond 007: Legends",10/16/2012
1060,1417,1417,The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.26,0.3,0.02,0.1,0.68,60.0,78.0,6.2,22.0,Cohort Studios,T,The Shoot,10/19/2010
1061,1422,1422,World of Final Fantasy,PS4,2016.0,Role-Playing,Square Enix,0.2,0.34,0.24,0.11,0.87,77.0,153.0,8.4,490.0,Square Enix,E10+,"Final Fantasy,World of Final Fantasy",10/25/2016
1062,1423,1423,NHL 17,PS4,2016.0,Sports,Electronic Arts,0.5800000000000001,0.17,0.0,0.15,0.9,77.66666666666667,75.0,5.2,172.0,"EA Canada, EA Vancouver",E10+,"NHL 17,NHL",9/13/2016
1063,1426,1426,The King of Fighters XIII,Xbox 360,2011.0,Fighting,Rising Star Games,0.63,0.18,0.06,0.09,0.96,78.33333333333333,88.0,8.2,178.0,SNK Playmore,T,The King of Fighters XIII,11/22/2011
1065,1428,1428,Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.18,0.53,0.06,0.17,0.9400000000000001,52.0,87.0,5.875,594.0,City Interactive,M,"Sniper: Ghost Warrior 2,Sniper: Ghost Warrior,Sniper,Ghost Warrior 2",3/12/2013
1067,1430,1430,Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,Activision,0.91,0.09,0.0,0.09,1.1,,,2.7,,Activision,T,"Cabela's Dangerous Hunts 2011,Cabela's Dangerous Hunts",10/19/2010
1068,1431,1431,Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,Namco Bandai Games,0.24,0.06,0.32,0.04,0.66,61.0,64.0,6.6,64.0,Arc System Works,T,"Dragon Ball Z,Dragonball,Extreme Butoden,Dragon Ball Z: Extreme Butoden",10/20/2015
1072,1437,1437,Def Jam Rapstar,Wii,2010.0,Misc,Konami Digital Entertainment,1.08,0.1,0.0,0.09000000000000001,1.27,69.75,71.0,3.9,,"Terminal Reality, 4mm Games",T,Def Jam Rapstar,10/5/2010
1073,1438,1438,Binary Domain,PS3,2012.0,Action,Sega,0.27,0.2,0.30000000000000004,0.08,0.8500000000000001,72.66666666666667,109.0,8.133333333333333,543.0,Sega,M,Binary Domain,2/28/2012
1074,1441,1441,Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.34,0.26,0.0,0.06,0.64,65.0,52.0,8.2,10.0,Sanzaru Games,E,"The Malgrave Incident,Mystery Case Files: The Malgrave Incident,Mystery Case Files",6/27/2011
1075,1443,1443,Might & Magic Heroes VI,Windows,2011.0,Role-Playing,Ubisoft,0.26,0.28,0.0,0.1,0.64,,,,,,,"Might & Magic Heroes VI,Might & Magic Heroes",10/13/2011
1076,1445,1445,The Adventures of Tintin: The Game,Wii,2011.0,Action,Ubisoft,0.29,0.41000000000000003,0.0,0.1,0.79,,,5.7,24.0,Ubisoft Montpellier,E10+,"The Adventures of Tintin,The Game,The Adventures of Tintin: The Game",10/21/2011
1082,1454,1454,Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.43,0.26,0.2,0.09,0.97,70.5,120.0,6.75,184.0,Capcom Vancouver,M,"Dead Rising 2,Off the Record,Dead Rising 2: Off the Record",10/11/2011
1085,1457,1457,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,1.06,0.54,0.0,0.22999999999999998,1.8,,,2.3166666666666664,,Griptonite Games,E10+,"Cosmic Destruction,Ben 10 Ultimate Alien: Cosmic Destruction,Ben 10 Ultimate Alien",10/5/2010
1087,1460,1460,World of Warcraft: Legion,Windows,2016.0,Role-Playing,Activision,0.26,0.32,0.0,0.06,0.64,88.0,124.0,7.5,1070.0,Blizzard Entertainment,T,"World of Warcraft,WoW,World of Warcraft: Legion,Warcraft,Legion",8/30/2016
1088,1461,1461,Hatsune Miku: Project Diva F 2nd,Vita,2014.0,Misc,Sega,0.25,0.13,0.42000000000000004,0.11,0.89,80.0,31.0,8.466666666666667,187.0,Sega,T,"Hatsune Miku,Project Diva F 2nd,Hatsune Miku: Project Diva F 2nd",11/18/2014
1089,1463,1463,Operation Flashpoint: Red River,PS3,2011.0,Shooter,Codemasters,0.23,0.46,0.15000000000000002,0.14,0.99,67.5,161.0,5.9,168.0,Codemasters,M,"Operation Flashpoint,Operation Flashpoint: Red River,Red River",4/21/2011
1090,1465,1465,Silent Hill HD Collection,PS3,2012.0,Action,Konami Digital Entertainment,0.3,0.2,0.06,0.08,0.64,70.0,66.0,4.8,272.0,Hijinx Studios,M,Silent Hill HD Collection,3/30/2012
1092,1467,1467,Persona 4: Dancing All Night,Vita,2015.0,Misc,Nippon Ichi Software,0.18,0.08,0.3,0.08,0.64,76.0,102.0,8.6,166.0,"Atlus, Dingo Inc.",T,"Persona,Dancing All Night,Persona 4: Dancing All Night,Persona 4",9/29/2015
1093,1470,1470,Murdered: Soul Suspect,PS4,2014.0,Action,Square Enix,0.37,0.47,0.06,0.14,1.04,,,7.0200000000000005,862.0,Airtight Games,M,"Soul Suspect,Murdered: Soul Suspect,Murdered",6/3/2014
1099,1480,1480,F1 Race Stars,PS3,2012.0,Racing,Codemasters,0.19,0.55,0.0,0.13999999999999999,0.91,62.0,87.0,5.633333333333333,90.0,Codemasters,E,F1 Race Stars,11/13/2012
1100,1482,1482,Etrian Odyssey III: The Drowned City,DS,2010.0,Role-Playing,Atlus,0.24,0.0,0.38,0.02,0.62,77.0,46.0,8.0,42.0,Atlus,E10+,"Etrian Odyssey III,Etrian Odyssey III: The Drowned City,The Drowned City",9/21/2010
1102,1492,1492,Sonic Boom: Rise of Lyric,Wii U,2014.0,Action,Sega,0.38,0.18,0.0,0.06,0.62,32.0,56.0,3.6,1174.0,Big Red Button Entertainment,E10+,"Rise of Lyric,Sonic Boom: Rise of Lyric,Sonic,Sonic Boom",11/11/2014
1104,1494,1494,Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.12,0.32,0.12,0.08,0.62,76.0,34.0,7.1,220.0,Haemimont,T,"Tropico,Tropico 5",4/28/2015
1105,1495,1495,LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.37,0.29000000000000004,0.0,0.09,0.75,64.66666666666667,15.0,4.6000000000000005,22.0,TT Games,E10+,"LEGO Legends of Chima: Laval's Journey,Laval's Journey,LEGO Legends of Chima",6/25/2013
1108,1500,1500,MySims SkyHeroes,DS,2010.0,Action,Electronic Arts,0.73,0.28,0.0,0.09,1.12,,,2.675,,,,"Sims,MySims SkyHeroes",9/28/2010
1109,1501,1501,Jonah Lomu Rugby Challenge,Xbox 360,2011.0,Sports,Home Entertainment Suppliers,0.18,0.38,0.0,0.06,0.62,73.0,28.0,6.0,16.0,Sidhe Interactive,E,Jonah Lomu Rugby Challenge,8/26/2011
1110,1503,1503,Mega Man Zero Collection,DS,2010.0,Platform,Capcom,0.34,0.02,0.22,0.04,0.62,78.0,30.0,8.9,78.0,"Inti, Inti Creates",E,Mega Man Zero Collection,6/8/2010
1113,1507,1507,Dragon Ball Z: Battle of Z,PS3,2014.0,Fighting,Namco Bandai Games,0.21000000000000002,0.25,0.12,0.08,0.69,53.666666666666664,81.0,5.233333333333333,250.0,Artdink,T,"Dragon Ball Z,Battle of Z,Dragon Ball Z: Battle of Z,Dragonball",1/28/2014
1114,1508,1508,DmC: Devil May Cry,PS4,2015.0,Action,Capcom,0.32,0.3,0.0,0.11,0.76,,,,,,,"Devil May Cry,DMC,DmC,DmC: Devil May Cry",3/10/2015
1115,1509,1509,NASCAR 2011: The Game,Xbox 360,2011.0,Racing,Activision,0.7899999999999999,0.0,0.0,0.05,0.82,55.333333333333336,53.0,3.766666666666666,37.0,Eutechnyx,E,"The Game,NASCAR 2011: The Game,NASCAR 2011",3/29/2011
1117,1512,1512,Mario Party: Star Rush,3DS,2016.0,Misc,Nintendo,0.16,0.26,0.16,0.04,0.6,68.0,74.0,6.8,32.0,"Nintendo, Nd Cube",E,"Mario,Mario Party,Mario Party: Star Rush,Star Rush",11/4/2016
1119,1515,1515,Batman: Arkham VR,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.5,0.0,0.0,0.12,0.6,75.0,118.0,7.3,178.0,Rocksteady Studios,M,"Batman,Batman: Arkham VR,Arkham VR",10/11/2016
1123,1519,1519,Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,Ubisoft,0.28,0.14,0.14,0.04,0.6,53.0,64.0,5.5,52.0,Ubisoft,T,"Tom Clancy's,Tom Clancy's Splinter Cell 3D",4/10/2011
1126,1533,1533,Batman: The Brave and the Bold the Videogame,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.66,0.13,0.0,0.06,0.86,,,,,WayForward,E10+,"Batman,Batman: The Brave and the Bold the Videogame,The Brave and the Bold the Videogame",9/7/2010
1127,1534,1534,Phineas and Ferb Ride Again,DS,2010.0,Action,Disney Interactive Studios,0.48,0.06,0.0,0.04,0.58,,,0.0,,Altron,E,Phineas and Ferb Ride Again,9/14/2010
1131,1539,1539,Invizimals: Shadow Zone,PSP,2010.0,Strategy,Sony Computer Entertainment,0.1,0.32,0.0,0.16,0.58,,,9.0,8.0,Novarama,E10+,"Shadow Zone,Invizimals: Shadow Zone,Invizimals",11/12/2010
1132,1540,1540,Rabbids: Alive & Kicking,Xbox 360,2011.0,Misc,Ubisoft,0.3,0.22,0.0,0.06,0.58,,,,,,,"Rabbids,Alive & Kicking,Rabbids: Alive & Kicking",11/8/2011
1133,1541,1541,Modnation Racers: Road Trip,Vita,2012.0,Racing,Sony Computer Entertainment,0.3,0.18,0.0,0.08,0.58,62.0,102.0,6.4,138.0,SCEA,E,"Modnation Racers: Road Trip,Modnation Racers,Road Trip",2/22/2012
1134,1543,1543,Front Mission Evolved,PS3,2010.0,Shooter,Square Enix,0.33,0.19,0.24,0.08,0.8300000000000001,59.25,149.0,5.800000000000001,132.0,Double Helix Games,T,Front Mission Evolved,9/28/2010
1135,1544,1544,Ultimate Marvel vs. Capcom 3,Vita,2011.0,Fighting,Capcom,0.34,0.16,0.0,0.08,0.58,80.0,96.0,7.7,186.0,Capcom,T,"Marvel,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom",11/15/2011
1140,1553,1553,Ace Combat: Joint Assault,PSP,2010.0,Simulation,Namco Bandai Games,0.12,0.1,0.3,0.06,0.58,71.0,60.0,7.2,24.0,Project Aces,T,"Ace Combat: Joint Assault,Ace Combat,Joint Assault",8/31/2010
1141,1556,1556,Sonic Boom: Shattered Crystal,3DS,2014.0,Action,Sega,0.34,0.18,0.0,0.06,0.58,47.0,42.0,6.3,320.0,Sanzaru Games,E,"Sonic Boom: Shattered Crystal,Shattered Crystal,Sonic,Sonic Boom",11/11/2014
1142,1557,1557,Call of Juarez: The Cartel,PS3,2011.0,Shooter,Ubisoft,0.43,0.38999999999999996,0.0,0.14,0.96,47.0,158.0,5.0,383.0,Techland,M,"Call of Juarez: The Cartel,The Cartel,Call of Juarez",7/19/2011
1143,1558,1558,Sesame Street: Cookie's Counting Carnival,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.8400000000000001,0.0,0.0,0.06,0.89,,,,,Black Lantern Studios,EC,"Cookie's Counting Carnival,Sesame Street,Sesame Street: Cookie's Counting Carnival",10/19/2010
1146,1562,1562,Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.22,0.16,0.12,0.08,0.58,80.0,86.0,8.1,346.0,Nippon Ichi Software,T,"Alliance of Vengeance,Disgaea 5: Alliance of Vengeance,Disgaea 5",10/6/2015
1148,1565,1565,Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,Namco Bandai Games,0.32,0.29000000000000004,0.02,0.11,0.77,72.66666666666667,144.0,7.966666666666666,94.0,Game Republic,T,Majin and the Forsaken Kingdom,11/23/2010
1151,1569,1569,Divinity: Original Sin,PS4,2015.0,Role-Playing,Focus Home Interactive,0.24000000000000002,0.27,0.04,0.09,0.6300000000000001,,,,,,,"Original Sin,Divinity,Divinity: Original Sin",10/27/2015
1153,1571,1571,Fable: The Journey,Xbox 360,2012.0,Role-Playing,Microsoft Game Studios,0.36,0.16,0.0,0.04,0.56,61.0,140.0,4.8,160.0,Lionhead Studios,T,"Fable: The Journey,The Journey,Fable",10/9/2012
1157,1578,1578,Dead to Rights: Retribution,PS3,2010.0,Shooter,Namco Bandai Games,0.31,0.32,0.04,0.12000000000000001,0.77,60.333333333333336,152.0,6.266666666666667,88.0,Volatile Games,M,"Retribution,Dead to Rights: Retribution,Dead to Rights",4/27/2010
1158,1579,1579,Payday 2,PS4,2015.0,Shooter,505 Games,0.29000000000000004,0.35000000000000003,0.0,0.12000000000000001,0.74,,,,,,,"Payday 2,Payday",6/16/2015
1159,1580,1580,El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,Ignition Entertainment,0.29000000000000004,0.16999999999999998,0.19,0.06999999999999999,0.7200000000000001,77.0,136.0,7.333333333333333,127.0,Ignition Entertainment,T,"Ascension of the Metatron,El Shaddai,El Shaddai: Ascension of the Metatron",8/16/2011
1161,1582,1582,Disney Channel: All Star Party,Wii,2010.0,Misc,Disney Interactive Studios,0.36,0.16,0.0,0.04,0.56,,,0.0,,Disney Interactive Studios,E,"All Star Party,Disney Channel: All Star Party,Disney Channel",10/26/2010
1166,1591,1591,Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,Sony Computer Entertainment,0.26,0.22,0.0,0.08,0.56,61.0,82.0,6.5,34.0,Zindagi Games,E10+,"Deadmund's Quest,Medieval Moves: Deadmund's Quest,Medieval Moves",11/15/2011
1167,1593,1593,Attack on Titan (KOEI),PS4,2016.0,Action,Tecmo Koei,0.1,0.25,0.22,0.06,0.6200000000000001,,,,,,,Attack on Titan (KOEI),8/30/2016
1168,1595,1595,The Smurfs: Dance Party,Wii,2011.0,Misc,Ubisoft,0.42,0.08,0.0,0.04,0.56,,,0.0,,Land Ho!,E,"The Smurfs: Dance Party,The Smurfs,Dance Party",7/19/2011
1169,1597,1597,One Piece: Unlimited World Red,PS3,2014.0,Action,Namco Bandai Games,0.21,0.24000000000000002,0.16,0.1,0.6900000000000001,69.66666666666667,60.0,7.466666666666666,117.0,Ganbarion,T,"Unlimited World Red,One Piece,One Piece: Unlimited World Red",7/8/2014
1170,1599,1599,Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.38,0.29000000000000004,0.02,0.12000000000000001,0.8200000000000001,56.666666666666664,109.0,6.533333333333334,395.0,Visceral Games,M,"Army of Two: The Devil's Cartel,Army of Two,The Devil's Cartel",3/26/2013
1171,1600,1600,Patapon 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.1,0.06,0.34,0.04,0.54,74.0,82.0,7.2,70.0,SCE Japan Studio,E,"Patapon 3,Patapon",4/12/2011
1178,1609,1609,Hot Wheels: Track Attack,DS,2010.0,Racing,THQ,0.48000000000000004,0.19,0.0,0.05,0.73,,,0.0,,Firebrand Games,E,"Track Attack,Hot Wheels: Track Attack,Hot Wheels",11/23/2010
1179,1611,1611,iCarly 2: iJoin The Click!,DS,2010.0,Adventure,Activision,0.58,0.01,0.0,0.05,0.64,,,4.5,,Big Blue Bubble Inc.,E,"iCarly 2: iJoin The Click!,iJoin The Click!,iCarly 2",11/16/2010
1181,1616,1616,Sherlock Holmes: Crimes & Punishments,PS4,2014.0,Adventure,Focus Home Interactive,0.27,0.37,0.0,0.09999999999999999,0.74,,,,,,,"Sherlock Holmes: Crimes & Punishments,Crimes & Punishments,Sherlock Holmes",9/30/2014
1183,1622,1622,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.28,0.2,0.0,0.04,0.54,41.0,30.0,6.5,16.0,Next Level Games,T,"Transformers: Cybertron Adventures,Cybertron Adventures,Transformers",6/22/2010
1184,1624,1624,NHL 2K11,Wii,2010.0,Sports,Take-Two Interactive,0.46,0.04,0.0,0.04,0.54,62.0,24.0,5.8,8.0,Visual Concepts,E10+,NHL 2K11,8/24/2010
1185,1627,1627,Mass Effect 3,Wii U,2012.0,Role-Playing,Electronic Arts,0.28,0.22,0.0,0.04,0.54,,,,,,,"Mass Effect,Mass Effect 3",11/18/2012
1187,1629,1629,Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.32,0.24,0.09,0.08,0.73,76.66666666666667,188.0,8.200000000000001,387.0,Grasshopper Manufacture,M,Shadows of the Damned,6/21/2011
1191,1637,1637,Tropico 4,Windows,2011.0,Strategy,Kalypso Media,0.2,0.26,0.0,0.08,0.54,78.0,92.0,7.7,718.0,Haemimont,T,"Tropico 4,Tropico",8/30/2011
1197,1645,1645,Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.38,0.29000000000000004,0.0,0.1,0.77,39.666666666666664,46.0,5.933333333333334,113.0,Heavy Iron Studios,M,"Family Guy,Back to the Multiverse,Family Guy: Back to the Multiverse",11/20/2012
1198,1647,1647,Megamind: The Blue Defender,DS,2010.0,Adventure,THQ,0.46,0.15,0.0,0.06,0.65,,,,,,,"The Blue Defender,Megamind: The Blue Defender,Megamind",11/2/2010
1199,1652,1652,Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment,0.18,0.26,0.0,0.08,0.52,81.0,140.0,8.1,376.0,Media Molecule,E,Tearaway Unfolded,9/8/2015
1200,1653,1653,Deadly Premonition,Xbox 360,2010.0,Action,Rising Star Games,0.44,0.16,0.0,0.06,0.67,,,,,Access Games,M,Deadly Premonition,2/23/2010
1201,1654,1654,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010.0,Action,THQ,0.83,0.16,0.0,0.09,1.06,,,1.575,,THQ,E10+,"Marvel,Marvel Super Hero Squad,Marvel Super Hero Squad: The Infinity Gauntlet,The Infinity Gauntlet",11/16/2010
1203,1659,1659,Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,Atlus,0.2,0.02,0.28,0.02,0.52,80.0,82.0,8.2,178.0,Atlus,T,"The Millennium Girl,Etrian Odyssey Untold,Etrian Odyssey Untold: The Millennium Girl",10/1/2013
1207,1666,1666,Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,0.37999999999999995,0.24000000000000002,0.04,0.09999999999999999,0.75,69.0,164.0,6.925000000000001,1375.0,Gearbox Software,T,Battleborn,5/3/2016
1212,1679,1679,The Legend of Legacy,3DS,2015.0,Role-Playing,FuRyu,0.24,0.02,0.2,0.04,0.5,67.0,62.0,7.1,108.0,FuRyu,E10+,The Legend of Legacy,10/13/2015
1214,1683,1683,Hunted: The Demon's Forge,PS3,2011.0,Action,Bethesda Softworks,0.4,0.23,0.04,0.08,0.77,59.0,148.0,6.25,383.0,InXile Entertainment,M,"Hunted,Hunted: The Demon's Forge,The Demon's Forge",5/31/2011
1215,1685,1685,Prison Break: The Conspiracy,PS3,2010.0,Action,Deep Silver,0.17,0.41,0.0,0.12000000000000001,0.71,41.333333333333336,103.0,4.1000000000000005,59.0,ZootFly,T,"The Conspiracy,Prison Break: The Conspiracy,Prison Break",3/30/2010
1216,1686,1686,Anno 2205,Windows,2015.0,Strategy,Ubisoft,0.04,0.44,0.0,0.04,0.5,72.0,90.0,5.9,556.0,Blue Byte,E10+,"Anno 2205,Anno",11/3/2015
1220,1691,1691,The Bureau: XCOM Declassified,PS3,2013.0,Shooter,Take-Two Interactive,0.26,0.36,0.0,0.1,0.71,68.66666666666667,74.0,6.7,276.0,2K Marin,M,"XCOM Declassified,The Bureau,The Bureau: XCOM Declassified",8/20/2013
1221,1694,1694,Spider-Man: Edge of Time,Xbox 360,2011.0,Action,Activision,0.75,0.23,0.0,0.09999999999999999,1.07,55.666666666666664,165.0,5.400000000000001,,Beenox,T,"Edge of Time,Spider-Man: Edge of Time,Spider-Man",10/4/2011
1222,1696,1696,L.A. Noire: The Complete Edition,Windows,2011.0,Adventure,Take-Two Interactive,0.16,0.26,0.0,0.06,0.5,83.0,56.0,7.9,1806.0,Rockstar Leeds,M,"The Complete Edition,L.A. Noire,L.A. Noire: The Complete Edition",11/8/2011
1223,1699,1699,TV Superstars,PS3,2010.0,Misc,Sony Computer Entertainment,0.14,0.24,0.0,0.1,0.5,56.0,34.0,4.9,16.0,SCE Studio Cambridge,E,TV Superstars,10/29/2010
1226,1702,1702,Sid Meier's Civilization VI,Windows,2016.0,Strategy,Take-Two Interactive,0.18,0.26,0.0,0.04,0.5,88.0,162.0,7.3,1368.0,Firaxis Games,E10+,"Civilization,Sid Meier's Civilization VI,Civ,Sid Meier's Civilization",10/21/2016
1229,1710,1710,Stella Glow,3DS,2015.0,Role-Playing,Atlus,0.32,0.02,0.1,0.04,0.48,79.0,64.0,8.7,164.0,"Image Epoch, Imageepoch",T,Stella Glow,11/17/2015
1230,1712,1712,Trials Fusion,Xbox One,2014.0,Racing,Ubisoft,0.24,0.2,0.0,0.04,0.48,80.0,56.0,7.1,316.0,RedLynx,E10+,Trials Fusion,4/15/2014
1234,1719,1719,Samurai Warriors 4,PS4,2014.0,Action,Tecmo Koei,0.16,0.14,0.12,0.06,0.48,76.0,62.0,8.1,148.0,Omega Force,T,"Samurai Warriors,Samurai Warriors 4",10/21/2014
1235,1720,1720,Ace Combat: Assault Horizon Legacy,3DS,2011.0,Simulation,Namco Bandai Games,0.2,0.12,0.16,0.02,0.48,71.0,74.0,7.8,52.0,Project Aces,T,"Ace Combat: Assault Horizon Legacy,Ace Combat,Assault Horizon Legacy",12/2/2011
1236,1727,1727,Total War: Attila,Windows,2015.0,Strategy,Sega,0.18,0.26,0.0,0.04,0.48,80.0,132.0,7.3,1040.0,Creative Assembly,T,"Attila,Total War,Total War: Attila",2/17/2015
1241,1735,1735,Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,Nippon Ichi Software,0.18,0.02,0.26,0.02,0.48,77.0,88.0,7.9,98.0,Spike Chunsoft,E10+,Etrian Mystery Dungeon,4/7/2015
1242,1736,1736,Zumba Fitness: World Party,Xbox One,2013.0,Misc,Majesco Entertainment,0.45,0.2,0.0,0.06,0.7,,,4.133333333333334,,Zoe Mode,E,"Zumba Fitness: World Party,World Party,Zumba Fitness",11/19/2013
1243,1738,1738,Dreamcast Collection,Xbox 360,2011.0,Misc,Sega,0.32,0.12,0.0,0.04,0.48,53.0,62.0,5.2,20.0,Sega,T,Dreamcast Collection,2/22/2011
1246,1741,1741,X-Men: Destiny,PS3,2011.0,Action,Activision,0.5800000000000001,0.21000000000000002,0.0,0.09,0.8799999999999999,43.2,133.0,4.94,168.0,Silicon Knights,T,"Destiny,X-Men: Destiny,X-Men",9/27/2011
1248,1745,1745,NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.45999999999999996,0.12000000000000001,0.0,0.1,0.6799999999999999,40.666666666666664,64.0,2.8333333333333335,438.0,EA Sports,E,"NBA Live 14,NBA Live,NBA",11/19/2013
1251,1749,1749,Pictionary: Ultimate Edition,Xbox 360,2011.0,Misc,THQ,0.47,0.16,0.0,0.07,0.72,56.0,12.0,0.0,,Page 44 Studios,E,"Pictionary,Ultimate Edition,Pictionary: Ultimate Edition",2/24/2011
1254,1752,1752,Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.2,0.34,0.0,0.1,0.6599999999999999,43.333333333333336,44.0,7.633333333333333,89.0,Ubisoft Vancouver,E,Pure Futbol,6/1/2010
1255,1753,1753,Dood's Big Adventure,Wii,2010.0,Platform,THQ,0.42,0.02,0.0,0.04,0.48,56.0,8.0,0.0,,THQ,E,Dood's Big Adventure,11/14/2010
1257,1758,1758,NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.49,0.1,0.0,0.1,0.67,57.0,57.0,6.0,225.0,EA Sports,E,"NBA Live,NBA Live 15,NBA",10/28/2014
1258,1759,1759,Transformers: War for Cybertron (DS Version),DS,2010.0,Shooter,Activision,0.42,0.02,0.0,0.04,0.46,,,,,,,"Transformers: War for Cybertron (DS Version),War for Cybertron (DS Version),Transformers",6/22/2010
1260,1764,1764,DiRT Showdown,Xbox 360,2012.0,Racing,Codemasters,0.18,0.38,0.0,0.07,0.64,75.0,133.0,6.366666666666667,149.0,Codemasters,E10+,DiRT Showdown,5/25/2012
1261,1766,1766,XCOM 2,Windows,2016.0,Strategy,Take-Two Interactive,0.24,0.34,0.0,0.06,0.6500000000000001,87.75,253.0,7.574999999999999,2598.0,Firaxis Games,T,"XCOM,XCOM 2",2/5/2016
1262,1767,1767,The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.63,0.19999999999999998,0.0,0.09999999999999999,0.9199999999999999,,,3.6,,Headstrong Games,T,"The Lord of the Rings: Aragorn's Quest,Aragorn's Quest,The Lord of the Rings",9/14/2010
1263,1769,1769,Game & Wario,Wii U,2013.0,Misc,Nintendo,0.1,0.12,0.24,0.02,0.46,,,,,,,Game & Wario,6/23/2013
1264,1772,1772,Megamind: Mega Team Unite,Wii,2010.0,Adventure,THQ,0.3,0.12,0.0,0.04,0.46,,,0.0,,THQ,E10+,"Megamind: Mega Team Unite,Mega Team Unite,Megamind",11/2/2010
1266,1775,1775,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.28,0.26,0.0,0.1,0.64,72.33333333333333,117.0,5.166666666666667,48.0,EA Sports,E,"Grand Slam Tennis,Grand Slam Tennis 2",2/10/2012
1267,1776,1776,Ratchet & Clank: Full Frontal Assault,PS3,2012.0,Adventure,Sony Computer Entertainment,0.38,0.02,0.0,0.06,0.46,,,,,,,"Full Frontal Assault,Ratchet & Clank,Ratchet & Clank: Full Frontal Assault",11/27/2012
1269,1778,1778,Carnival Island,PS3,2011.0,Misc,Sony Computer Entertainment,0.26,0.12,0.0,0.08,0.46,66.0,50.0,5.2,10.0,Magic Pixel Games,E,Carnival Island,11/15/2011
1274,1784,1784,Transformers: Devastation,PS4,2015.0,Action,Activision,0.38000000000000006,0.27,0.0,0.10999999999999999,0.76,,,7.68,417.0,PlatinumGames,T,"Transformers,Devastation,Transformers: Devastation",10/6/2015
1275,1786,1786,Toukiden Kiwami,Vita,2014.0,Action,Tecmo Koei,0.04,0.04,0.34,0.02,0.46,82.0,10.0,8.6,84.0,"Omega Force, Koei Tecmo Games",T,Toukiden Kiwami,2/11/2014
1276,1789,1789,Rune Factory: Tides of Destiny,PS3,2011.0,Role-Playing,Marvelous Interactive,0.41000000000000003,0.0,0.2,0.05,0.65,,,7.6000000000000005,99.0,Neverland,E10+,"Rune Factory: Tides of Destiny,Rune Factory,Tides of Destiny",10/7/2011
1277,1790,1790,Ninja Gaiden Sigma,Vita,2012.0,Action,Tecmo Koei,0.2,0.1,0.08,0.06,0.46,,,,,,,Ninja Gaiden Sigma,2/22/2012
