,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
1297,1297,Disney Princess: Enchanting Storybooks,Wii,2011.0,Misc,THQ,0.25,0.1,0.0,0.03,0.39,,,tbd,,Page 44 Studios,E,"Enchanting Storybooks,Disney Princess: Enchanting Storybooks,Disney Princess",11/1/2011
1298,1298,The Darkness II,Xbox 360,2012.0,Shooter,Take-Two Interactive,0.24,0.11,0.0,0.03,0.39,80.0,71.0,7.5,219.0,Digital Extremes,M,"The Darkness II,The Darkness",2/7/2012
1300,1300,MLB 15: The Show,PS3,2015.0,Sports,Sony Computer Entertainment,0.31,0.01,0.0,0.07,0.39,,,8.2,6.0,SCEA San Diego Studios,E,"The Show,MLB 15: The Show,MLB 15",3/31/2015
1302,1302,Just Dance 2015,PS4,2014.0,Misc,Ubisoft,0.19,0.13,0.0,0.07,0.39,72.0,8.0,5.8,32.0,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014
1303,1303,Samurai Warriors Chronicles,3DS,2011.0,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,61.0,30.0,7.7,35.0,Omega Force,T,Samurai Warriors Chronicles,3/25/2011
1305,1305,EA Sports Active 2,Xbox 360,2010.0,Sports,Electronic Arts,0.18,0.16,0.0,0.04,0.39,68.0,21.0,5.4,9.0,EA Canada,E,"EA Sports Active 2,EA Sports Active",11/16/2010
1306,1306,Red Faction: Armageddon,Xbox 360,2011.0,Shooter,THQ,0.18,0.16,0.01,0.04,0.39,71.0,74.0,7,77.0,Volition Inc.,M,"Armageddon,Red Faction: Armageddon,Red Faction",6/7/2011
1307,1307,Dungeon Siege III,PS3,2011.0,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71.0,52.0,6.3,86.0,Obsidian Entertainment,T,"Dungeon Siege,Dungeon Siege III",6/21/2011
1308,1308,Sonic & All-Stars Racing Transformed,Vita,2012.0,Racing,Sega,0.09,0.2,0.0,0.09,0.38,,,,,,,"Sonic & All-Stars Racing Transformed,Sonic",12/18/2012
1311,1311,Rock Band 4,PS4,2015.0,Misc,Harmonix Music Systems,0.26,0.05,0.0,0.07,0.38,78.0,51.0,6.3,87.0,Harmonix Music Systems,T,"Rock Band 4,Rock Band",10/6/2015
1312,1312,Wolfenstein: The New Order,Xbox 360,2014.0,Shooter,Bethesda Softworks,0.18,0.17,0.0,0.03,0.38,,,7.4,98.0,MachineGames,M,"The New Order,Wolfenstein,Wolfenstein: The New Order",5/20/2014
1313,1313,Battlefield 1,Windows,2016.0,Shooter,Electronic Arts,0.11,0.24,0.0,0.03,0.38,88.0,54.0,7.6,1137.0,EA DICE,M,"Battlefield,Battlefield 1",10/21/2016
1314,1314,Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,78.0,46.0,7.8,167.0,Kojima Productions,M,"MGS,Metal Gear Solid,Metal Gear Solid: Snake Eater 3D,Snake Eater 3D",2/21/2012
1316,1316,NCAA Football 11,PS2,2010.0,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.38,,,tbd,,EA Tiburon,E,"NCAA Football 11,NCAA Football",7/13/2010
1317,1317,Deus Ex: Mankind Divided,PS4,2016.0,Role-Playing,Square Enix,0.11,0.21,0.0,0.06,0.38,84.0,59.0,7.6,511.0,Eidos Montreal,M,"Deus Ex: Mankind Divided,Deus Ex,Mankind Divided",8/23/2016
1318,1318,FIFA 17,Xbox 360,2016.0,Sports,Electronic Arts,0.07,0.28,0.0,0.03,0.38,,,1.7,23.0,"EA Sports, EA Vancouver",E,"FIFA,FIFA 17",9/27/2016
1319,1319,Saints Row: The Third,Windows,2011.0,Action,THQ,0.16,0.16,0.0,0.06,0.38,84.0,22.0,8.1,1263.0,Volition Inc.,M,"Saints Row,Saints Row: The Third,The Third",11/15/2011
1322,1322,Get Fit with Mel B,PS3,2010.0,Sports,Black Bean Games,0.15,0.16,0.0,0.07,0.38,73.0,4.0,5.8,4.0,Lightning Fish Games,E,Get Fit with Mel B,10/20/2010
1324,1324,Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.35,0.0,0.0,0.02,0.38,,,tbd,,Black Lantern Studios,EC,"Sesame Street,Sesame Street: Elmo's A-to-Zoo Adventure,Elmo's A-to-Zoo Adventure",10/19/2010
1326,1326,Madden NFL 11,PSP,2010.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,,,tbd,,EA Tiburon,E,"Madden NFL 11,Madden,Madden NFL",8/6/2010
1328,1328,WWE SmackDown vs. Raw 2011,PS2,2010.0,Fighting,THQ,0.24,0.07,0.0,0.07,0.38,,,7.8,12.0,Yuke's,T,"WWE SmackDown vs. Raw,WWE SmackDown vs. Raw 2011,WWE",10/26/2010
1329,1329,Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,73.0,43.0,6.7,18.0,Konami,E,Pro Evolution Soccer 2011 3D,3/27/2011
1330,1330,Just Dance 2014,PS3,2013.0,Misc,Ubisoft,0.17,0.14,0.0,0.06,0.38,77.0,6.0,7.1,25.0,Ubisoft,E10+,"Just Dance,Just Dance 2014",10/8/2013
1332,1332,Skylanders Giants,Wii U,2012.0,Action,Activision,0.22,0.12,0.0,0.03,0.37,80.0,8.0,6.9,22.0,Vicarious Visions,E10+,Skylanders Giants,10/21/2012
1333,1333,GRID 2,PS3,2013.0,Racing,Codemasters,0.07,0.22,0.01,0.08,0.37,82.0,20.0,6.6,173.0,Codemasters,E,"GRID,GRID 2",5/28/2013
1334,1334,Resident Evil Zero,PS4,2016.0,Action,Capcom,0.1,0.17,0.05,0.05,0.37,,,,,,,"Resident Evil Zero,Resident Evil",1/19/2016
1335,1335,Scooby-Doo! and the Spooky Swamp,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0.0,0.03,0.37,,,,,,,Scooby-Doo! and the Spooky Swamp,9/14/2010
1336,1336,Farming Simulator 2015,PS3,2015.0,Simulation,Koch Media,0.11,0.2,0.0,0.06,0.37,,,,,,,"Farming Simulator,Farming Simulator 2015",5/19/2015
1337,1337,LEGO Star Wars III: The Clone Wars,PSP,2011.0,Action,LucasArts,0.14,0.15,0.0,0.08,0.37,63.0,4.0,tbd,,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011
1338,1338,Just Dance 4,Wii U,2012.0,Misc,Ubisoft,0.21,0.13,0.0,0.03,0.37,66.0,14.0,7.8,37.0,Ubisoft Paris,E10+,"Just Dance 4,Just Dance",10/9/2012
1340,1340,Need for Speed: Hot Pursuit,Windows,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.05,0.37,86.0,14.0,6.7,556.0,Criterion Games,E10+,"Need for Speed: Hot Pursuit,Need for Speed,Hot Pursuit",11/16/2010
1341,1341,EA Sports MMA,PS3,2010.0,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77.0,47.0,6.9,38.0,EA Tiburon,T,EA Sports MMA,10/19/2010
1342,1342,Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,0.16,0.14,0.0,0.07,0.37,74.0,28.0,3.8,26.0,EA Tiburon,E,"Tiger Woods PGA Tour 14,Tiger Woods PGA Tour",3/26/2013
1344,1344,Rage,Windows,2011.0,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37,79.0,32.0,5.2,1618.0,id Software,M,Rage,10/4/2011
1345,1345,Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,65.0,10.0,7.4,14.0,Ubisoft Quebec,T,"Prince of Persia: The Forgotten Sands,Prince of Persia,The Forgotten Sands",5/18/2010
1346,1346,BioShock The Collection,PS4,2016.0,Shooter,Take-Two Interactive,0.1,0.19,0.02,0.06,0.37,84.0,39.0,8.5,210.0,2K Games,M,BioShock The Collection,9/13/2016
1347,1347,Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83.0,52.0,8.2,66.0,Indies Zero,T,"Theatrhythm Final Fantasy: Curtain Call,Theatrhythm Final Fantasy,Curtain Call,Final Fantasy",9/16/2014
1348,1348,Rocket League,PS4,2016.0,Sports,505 Games,0.03,0.28,0.0,0.05,0.37,85.0,50.0,8.7,1290.0,Psyonix,E,Rocket League,2/17/2016
1349,1349,Destiny: The Taken King,PS3,2015.0,Shooter,Activision,0.17,0.11,0.02,0.06,0.37,,,5.5,81.0,Bungie,T,"Destiny: The Taken King,Destiny,The Taken King",9/15/2015
1350,1350,Skylanders: SuperChargers,PS3,2015.0,Action,Activision,0.16,0.15,0.0,0.06,0.37,,,4.2,6.0,Vicarious Visions,E10+,"Skylanders: SuperChargers,Skylanders,SuperChargers",9/20/2015
1351,1351,Dungeon Siege III,Xbox 360,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72.0,55.0,5.9,102.0,Obsidian Entertainment,T,"Dungeon Siege,Dungeon Siege III",6/21/2011
1352,1352,DiRT Rally,PS4,2016.0,Racing,Codemasters,0.04,0.27,0.0,0.05,0.37,85.0,46.0,8.1,196.0,Codemasters,E,DiRT Rally,4/5/2016
1353,1353,Skylanders: Trap Team,Xbox One,2014.0,Action,Activision,0.26,0.07,0.0,0.04,0.37,,,,,,,"Trap Team,Skylanders,Skylanders: Trap Team",10/5/2014
1354,1354,Scribblenauts: Unlimited,Wii U,2012.0,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0.0,0.03,0.37,73.0,42.0,7.4,109.0,5TH Cell,E10+,"Scribblenauts: Unlimited,Unlimited,Scribblenauts",11/30/2012
1356,1356,Batman: Arkham City,Wii U,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0.0,0.03,0.36,,,,,,,"Batman,Batman: Arkham City,Arkham City",11/18/2012
1357,1357,Need for Speed: The Run,Windows,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,69.0,18.0,5.8,338.0,Black Box,T,"Need for Speed,Need for Speed: The Run,The Run",11/15/2011
1358,1358,Sid Meier's Civilization: Beyond Earth,Windows,2014.0,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.36,81.0,78.0,5.5,1027.0,Firaxis Games,E10+,"Beyond Earth,Civilization,Sid Meier's Civilization,Civ,Sid Meier's Civilization: Beyond Earth",10/24/2014
1359,1359,NHL 15,PS3,2014.0,Sports,Electronic Arts,0.21,0.09,0.0,0.06,0.36,,,1.6,45.0,EA Sports,E10+,"NHL,NHL 15",9/9/2014
1360,1360,Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,0.22,0.11,0.0,0.03,0.36,76.0,12.0,8.8,11.0,Harmonix Music Systems,T,"Green Day: Rock Band,Green Day,Rock Band",6/8/2010
1361,1361,Star Fox: Zero,Wii U,2016.0,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36,69.0,82.0,7.4,662.0,PlatinumGames,E10+,"Star Fox,Zero,Star Fox: Zero,Star Fox:",4/23/2016
1363,1363,Sword Art Online: Lost Song,Vita,2015.0,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36,70.0,4.0,7.1,27.0,"Bandai Namco Games, Artdink",T,"Sword Art Online,Lost Song,Sword Art Online: Lost Song",11/17/2015
1364,1364,Zoo Tycoon (2013),Xbox One,2013.0,Simulation,Microsoft Game Studios,0.18,0.15,0.0,0.03,0.36,,,,,,,"Zoo Tycoon (2013),Zoo Tycoon",11/22/2013
1366,1366,Just Dance 2016,PS4,2015.0,Misc,Ubisoft,0.17,0.13,0.0,0.06,0.36,73.0,10.0,6.8,20.0,Ubisoft,E10+,"Just Dance,Just Dance 2016",10/20/2015
1367,1367,Spider-Man: Shattered Dimensions,Xbox 360,2010.0,Action,Activision,0.24,0.08,0.0,0.03,0.36,76.0,68.0,7.6,96.0,Beenox,T,"Spider-Man: Shattered Dimensions,Shattered Dimensions,Spider-Man",9/7/2010
1369,1369,Watch Dogs 2,Xbox One,2016.0,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36,83.0,9.0,7.7,131.0,Ubisoft Montreal,M,"Watch Dogs,Watch Dogs 2",11/15/2016
1372,1372,Dragon's Crown,Vita,2013.0,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,78.0,15.0,8.4,198.0,Vanillaware,T,Dragon's Crown,10/10/2013
1375,1375,Farming Simulator 2015,PS4,2015.0,Simulation,Koch Media,0.1,0.2,0.0,0.06,0.35,,,,,,,"Farming Simulator,Farming Simulator 2015",5/19/2015
1377,1377,Middle-Earth: Shadow of Mordor,Windows,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.03,0.35,84.0,17.0,8,1671.0,Monolith Productions,M,"Middle-Earth: Shadow of Mordor,Middle-Earth,Shadow of Mordor",9/30/2014
1378,1378,Farming Simulator 2015,Xbox 360,2015.0,Simulation,Koch Media,0.22,0.11,0.0,0.03,0.35,,,,,,,"Farming Simulator,Farming Simulator 2015",5/8/2015
1379,1379,Tiger Woods PGA Tour 14,Xbox 360,2013.0,Sports,Electronic Arts,0.21,0.12,0.0,0.03,0.35,77.0,28.0,6.2,26.0,EA Tiburon,E,"Tiger Woods PGA Tour 14,Tiger Woods PGA Tour",3/26/2013
1381,1381,Dark Void,PS3,2010.0,Action,Capcom,0.18,0.12,0.0,0.05,0.35,59.0,50.0,6,36.0,Airtight Games,T,Dark Void,1/19/2010
1383,1383,Assassin's Creed III,Wii U,2012.0,Action,Ubisoft,0.19,0.13,0.0,0.03,0.35,85.0,26.0,7.1,216.0,Ubisoft Quebec,M,"Assassin's Creed,Assassin's Creed III",11/18/2012
1384,1384,One Piece: Burning Blood,PS4,2016.0,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,0.35,66.0,45.0,7.8,49.0,Spike Chunsoft,T,"One Piece,One Piece: Burning Blood,Burning Blood",5/31/2016
1386,1386,Metro: Last Light,Xbox 360,2013.0,Action,Deep Silver,0.17,0.15,0.0,0.03,0.35,80.0,20.0,8.4,440.0,4A Games,,"Metro,Last Light,Metro: Last Light",5/14/2013
1387,1387,FIFA Soccer 13,PSP,2012.0,Action,Electronic Arts,0.05,0.18,0.02,0.09,0.35,,,3.2,19.0,Electronic Arts,E,"FIFA Soccer,FIFA Soccer 13",9/25/2012
1388,1388,EA Sports MMA,Xbox 360,2010.0,Fighting,Electronic Arts,0.23,0.09,0.0,0.02,0.35,79.0,63.0,7,55.0,EA Tiburon,T,EA Sports MMA,10/19/2010
1390,1390,Destiny: The Taken King,Xbox 360,2015.0,Shooter,Activision,0.24,0.08,0.0,0.03,0.35,,,4.4,59.0,"Bungie Software, Bungie",T,"Destiny: The Taken King,Destiny,The Taken King",9/15/2015
1392,1392,LEGO Marvel's Avengers,Xbox One,2016.0,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0.0,0.03,0.35,71.0,18.0,5.1,15.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016
1393,1393,Mirror's Edge Catalyst,PS4,2016.0,Platform,Electronic Arts,0.11,0.16,0.02,0.05,0.35,69.0,50.0,4.7,578.0,EA DICE,T,Mirror's Edge Catalyst,6/7/2016
1394,1394,Sniper Elite 3,Xbox One,2014.0,Shooter,505 Games,0.2,0.11,0.0,0.03,0.35,63.0,12.0,6.6,68.0,Rebellion,M,"Sniper Elite,Sniper Elite 3",7/1/2014
1395,1395,TrackMania Turbo,PS4,2016.0,Action,Ubisoft,0.03,0.26,0.0,0.05,0.35,81.0,52.0,7.9,110.0,Nadeo,E,TrackMania Turbo,3/22/2016
1396,1396,Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.2,0.11,0.0,0.03,0.34,85.0,14.0,6.7,7.0,Electronic Arts,E,"The Masters,Tiger Woods PGA Tour 12: The Masters,Tiger Woods PGA Tour 12",3/29/2011
1397,1397,Call of Duty: Ghosts,Wii U,2013.0,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,69.0,6.0,3.4,256.0,Treyarch,M,"Ghosts,Call of Duty,CoD,Call of Duty: Ghosts",11/5/2013
1399,1399,SpongeBob's Boating Bash,Wii,2010.0,Misc,THQ,0.24,0.07,0.0,0.03,0.34,,,7.6,5.0,Impulse Games,E,SpongeBob's Boating Bash,3/2/2010
1400,1400,WWE '12,Wii,2011.0,Fighting,THQ,0.23,0.08,0.0,0.03,0.34,74.0,6.0,5.2,9.0,Yuke's,T,"WWE '12,WWE",11/22/2011
1403,1403,Supreme Commander 2,Xbox 360,2010.0,Strategy,Square Enix,0.23,0.09,0.0,0.03,0.34,75.0,28.0,7.1,23.0,Gas Powered Games,E10+,"Supreme Commander 2,Supreme Commander",3/2/2010
1406,1406,Company of Heroes 2,Windows,2013.0,Strategy,THQ,0.06,0.25,0.0,0.04,0.34,80.0,82.0,2.1,6157.0,Relic,M,"Company of Heroes 2,Company of Heroes",6/25/2013
1408,1408,NBA 2K12,Wii,2011.0,Sports,Take-Two Interactive,0.29,0.03,0.0,0.02,0.34,,,6.8,6.0,Visual Concepts,E,"NBA,NBA 2K12",10/4/2011
1409,1409,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010.0,Sports,Sega,0.09,0.19,0.0,0.07,0.34,,,,,,,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,1/12/2010
1412,1412,Disney Infinity 3.0,Xbox One,2015.0,Action,Disney Interactive Studios,0.2,0.11,0.0,0.03,0.34,,,,,,,Disney Infinity 3.0,8/30/2015
1414,1414,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34,77.0,49.0,7.9,78.0,Ubisoft,T,"Tom Clancy's,Shadow Wars,Tom Clancy's Ghost Recon,Tom Clancy's Ghost Recon: Shadow Wars",3/27/2011
1415,1415,James Bond 007: Legends,PS3,2012.0,Shooter,Activision,0.11,0.16,0.0,0.07,0.34,,,,,,,"James Bond 007,Legends,James Bond 007: Legends",10/16/2012
1417,1417,The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60.0,39.0,6.2,11.0,Cohort Studios,T,The Shoot,10/19/2010
1422,1422,World of Final Fantasy,PS4,2016.0,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77.0,74.0,8.3,222.0,Square Enix,E10+,"Final Fantasy,World of Final Fantasy",10/25/2016
1423,1423,NHL 17,PS4,2016.0,Sports,Electronic Arts,0.19,0.08,0.0,0.06,0.33,78.0,26.0,5.8,67.0,"EA Canada, EA Vancouver",E10+,"NHL 17,NHL",9/13/2016
1426,1426,The King of Fighters XIII,Xbox 360,2011.0,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,SNK Playmore,T,The King of Fighters XIII,11/22/2011
1427,1427,LEGO Batman 2: DC Super Heroes,Vita,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,TT Games,E10+,"Batman,DC Super Heroes,LEGO Batman 2: DC Super Heroes,LEGO Batman 2",6/19/2012
1428,1428,Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6,82.0,City Interactive,M,"Sniper: Ghost Warrior 2,Sniper: Ghost Warrior,Sniper,Ghost Warrior 2",3/12/2013
1429,1429,LEGO Pirates of the Caribbean: The Video Game,PSP,2011.0,Action,Disney Interactive Studios,0.12,0.13,0.0,0.08,0.33,67.0,5.0,tbd,,Traveller's Tales,E10+,"LEGO Pirates of the Caribbean: The Video Game,LEGO Pirates of the Caribbean,The Video Game",5/10/2011
1430,1430,Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,Activision,0.26,0.04,0.0,0.03,0.33,60.0,4.0,5.4,9.0,Activision,T,"Cabela's Dangerous Hunts 2011,Cabela's Dangerous Hunts",10/19/2010
1431,1431,Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,Arc System Works,T,"Dragon Ball Z,Dragonball,Extreme Butoden,Dragon Ball Z: Extreme Butoden",10/20/2015
1432,1432,Resonance of Fate,Xbox 360,2010.0,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,Tri-Ace,T,Resonance of Fate,3/16/2010
1434,1434,Medal of Honor: Warfighter,Windows,2012.0,Action,Electronic Arts,0.14,0.15,0.0,0.04,0.33,55.0,30.0,5.4,599.0,Danger Close,M,"Warfighter,Medal of Honor,Medal of Honor: Warfighter",10/23/2012
1436,1436,Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.16,0.0,0.05,0.33,,,8.3,111.0,Creative Assembly,M,"Alien: Isolation,Alien,Isolation",10/7/2014
1437,1437,Def Jam Rapstar,Wii,2010.0,Misc,Konami Digital Entertainment,0.29,0.02,0.0,0.02,0.33,65.0,5.0,tbd,,"Terminal Reality, 4mm Games",T,Def Jam Rapstar,10/5/2010
1438,1438,Binary Domain,PS3,2012.0,Action,Sega,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,179.0,Sega,M,Binary Domain,2/28/2012
1441,1441,Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.17,0.13,0.0,0.03,0.32,65.0,26.0,8.2,5.0,Sanzaru Games,E,"The Malgrave Incident,Mystery Case Files: The Malgrave Incident,Mystery Case Files",6/27/2011
1443,1443,Might & Magic Heroes VI,Windows,2011.0,Role-Playing,Ubisoft,0.13,0.14,0.0,0.05,0.32,,,,,,,"Might & Magic Heroes VI,Might & Magic Heroes",10/13/2011
1445,1445,The Adventures of Tintin: The Game,Wii,2011.0,Action,Ubisoft,0.12,0.16,0.0,0.04,0.32,,,5.7,6.0,Ubisoft Montpellier,E10+,"The Adventures of Tintin,The Game,The Adventures of Tintin: The Game",10/21/2011
1446,1446,Def Jam Rapstar,PS3,2010.0,Misc,Konami Digital Entertainment,0.25,0.04,0.0,0.03,0.32,75.0,25.0,6.3,4.0,"Terminal Reality, 4mm Games",T,Def Jam Rapstar,10/5/2010
1448,1448,Just Dance 2016,Xbox One,2015.0,Misc,Ubisoft,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,Ubisoft,E10+,"Just Dance,Just Dance 2016",10/20/2015
1449,1449,Dead Space 2,Windows,2011.0,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,0.32,87.0,28.0,8.3,974.0,Visceral Games,M,"Dead Space,Dead Space 2",1/25/2011
1451,1451,The Black Eyed Peas Experience,Xbox 360,2011.0,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,iNiS,T,The Black Eyed Peas Experience,11/8/2011
1453,1453,Silent Hill: Downpour,Xbox 360,2012.0,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,Konami,M,"Silent Hill,Silent Hill: Downpour,Downpour",3/13/2012
1454,1454,Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,Capcom Vancouver,M,"Dead Rising 2,Off the Record,Dead Rising 2: Off the Record",10/11/2011
1455,1455,Dragon Ball: XenoVerse,Xbox One,2015.0,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.32,67.0,18.0,7.2,128.0,Dimps Corporation,T,"Dragon Ball: XenoVerse,Dragon Ball,XenoVerse,Dragonball",2/24/2015
1456,1456,Dead or Alive 5,Xbox 360,2012.0,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.32,76.0,39.0,7.9,95.0,Team Ninja,M,"Dead or Alive 5,Dead or Alive",9/25/2012
1457,1457,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,0.22,0.08,0.0,0.03,0.32,,,tbd,,Griptonite Games,E10+,"Cosmic Destruction,Ben 10 Ultimate Alien: Cosmic Destruction,Ben 10 Ultimate Alien",10/5/2010
1459,1459,Just Dance 2016,Xbox 360,2015.0,Misc,Ubisoft,0.23,0.05,0.0,0.03,0.32,,,6,5.0,Ubisoft,E10+,"Just Dance,Just Dance 2016",10/20/2015
1460,1460,World of Warcraft: Legion,Windows,2016.0,Role-Playing,Activision,0.13,0.16,0.0,0.03,0.32,88.0,62.0,7.5,535.0,Blizzard Entertainment,T,"World of Warcraft,WoW,World of Warcraft: Legion,Warcraft,Legion",8/30/2016
1461,1461,Hatsune Miku: Project Diva F 2nd,Vita,2014.0,Misc,Sega,0.08,0.05,0.16,0.04,0.32,81.0,8.0,8.4,69.0,Sega,T,"Hatsune Miku,Project Diva F 2nd,Hatsune Miku: Project Diva F 2nd",11/18/2014
1463,1463,Operation Flashpoint: Red River,PS3,2011.0,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67.0,36.0,6.3,18.0,Codemasters,M,"Operation Flashpoint,Operation Flashpoint: Red River,Red River",4/21/2011
1465,1465,Silent Hill HD Collection,PS3,2012.0,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32,70.0,33.0,4.8,136.0,Hijinx Studios,M,Silent Hill HD Collection,3/30/2012
1466,1466,Army of Two: The 40th Day,PSP,2010.0,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6,32.0,"Buzz Monkey, EA Montreal",M,"Army of Two,Army of Two: The 40th Day,The 40th Day",1/12/2010
1467,1467,Persona 4: Dancing All Night,Vita,2015.0,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,76.0,51.0,8.6,83.0,"Atlus, Dingo Inc.",T,"Persona,Dancing All Night,Persona 4: Dancing All Night,Persona 4",9/29/2015
1470,1470,Murdered: Soul Suspect,PS4,2014.0,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59.0,60.0,6.9,310.0,Airtight Games,M,"Soul Suspect,Murdered: Soul Suspect,Murdered",6/3/2014
1471,1471,The Darkness II,PS3,2012.0,Shooter,Take-Two Interactive,0.14,0.13,0.0,0.05,0.32,79.0,28.0,7.6,127.0,Digital Extremes,M,"The Darkness II,The Darkness",2/7/2012
1472,1472,Cabela's Dangerous Hunts 2011,Xbox 360,2010.0,Sports,Activision,0.28,0.01,0.0,0.02,0.32,55.0,7.0,tbd,,Activision,T,"Cabela's Dangerous Hunts 2011,Cabela's Dangerous Hunts",10/19/2010
1474,1474,Rise of the Tomb Raider,Xbox 360,2015.0,Adventure,Square Enix,0.18,0.11,0.0,0.03,0.32,,,7.5,178.0,Nixxes Software,M,"Rise of the Tomb Raider,Tomb Raider",11/10/2015
1478,1478,LEGO Marvel's Avengers,Xbox 360,2016.0,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32,,,5.7,6.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016
1479,1479,Skylanders SWAP Force,Xbox One,2013.0,Platform,Activision,0.22,0.06,0.0,0.03,0.32,,,5.5,43.0,Vicarious Visions,E10+,Skylanders SWAP Force,10/13/2013
1480,1480,F1 Race Stars,PS3,2012.0,Racing,Codemasters,0.06,0.19,0.0,0.06,0.32,61.0,27.0,5.6,34.0,Codemasters,E,F1 Race Stars,11/13/2012
